version	commit	path	bytes	sha256	git_blob_sha1	license	route	url
release	ca7933e47d3a3451d81e72ac174dcb5aa28b59d1	LICENSE.TXT	15141	8d85c1057d742e597985c7d4e6320b015a9139385cff4cbae06ffc0ebe89afee	fa6ac540007032cbd0ec772a1c72e6cb5527a4fe	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/LICENSE.TXT?ref=ca7933e47d3a3451d81e72ac174dcb5aa28b59d1
release	ca7933e47d3a3451d81e72ac174dcb5aa28b59d1	llvm/include/llvm/Bitstream/BitCodes.h	4384	fc40c342677e86db6179841261e28c4b5f2a44f73dd5f4ff3d569ddf5e3dd398	205024f754dfb676c1dff1116646721ba6aeb7ec	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/llvm/include/llvm/Bitstream/BitCodes.h?ref=ca7933e47d3a3451d81e72ac174dcb5aa28b59d1
release	ca7933e47d3a3451d81e72ac174dcb5aa28b59d1	llvm/include/llvm/Bitcode/BitcodeWriter.h	7860	48ee9bbf6dd8afbd38e076a0ce282fe0d1dc7c6a8b597de66af02077c01efa5f	d88e261f8c68445cef53c907ef44effe9a84951f	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/llvm/include/llvm/Bitcode/BitcodeWriter.h?ref=ca7933e47d3a3451d81e72ac174dcb5aa28b59d1
release	ca7933e47d3a3451d81e72ac174dcb5aa28b59d1	llvm/include/llvm/Bitcode/BitcodeReader.h	13452	e16aaf5fa5c35b37d58002eb96d5c9af2f44b7ed6a6b71e58859b44b8f4ec66a	772ca82019278b73f95b5cf2de3aec8dff5a5125	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/llvm/include/llvm/Bitcode/BitcodeReader.h?ref=ca7933e47d3a3451d81e72ac174dcb5aa28b59d1
cutoff-main	a1194be1baefa99d20a09bd04b16056be0ab7225	LICENSE.TXT	15141	8d85c1057d742e597985c7d4e6320b015a9139385cff4cbae06ffc0ebe89afee	fa6ac540007032cbd0ec772a1c72e6cb5527a4fe	Apache-2.0 WITH LLVM-exception	GITHUB_RAW_PLUS_LLVM_GITILES_BYTE_EQUAL	https://raw.githubusercontent.com/llvm/llvm-project/a1194be1baefa99d20a09bd04b16056be0ab7225/LICENSE.TXT | https://llvm.googlesource.com/llvm-project/+/a1194be1baefa99d20a09bd04b16056be0ab7225/LICENSE.TXT?format=TEXT
cutoff-main	a1194be1baefa99d20a09bd04b16056be0ab7225	llvm/include/llvm/Bitstream/BitCodes.h	4384	fc40c342677e86db6179841261e28c4b5f2a44f73dd5f4ff3d569ddf5e3dd398	205024f754dfb676c1dff1116646721ba6aeb7ec	Apache-2.0 WITH LLVM-exception	GITHUB_RAW_PLUS_LLVM_GITILES_BYTE_EQUAL	https://raw.githubusercontent.com/llvm/llvm-project/a1194be1baefa99d20a09bd04b16056be0ab7225/llvm/include/llvm/Bitstream/BitCodes.h | https://llvm.googlesource.com/llvm-project/+/a1194be1baefa99d20a09bd04b16056be0ab7225/llvm/include/llvm/Bitstream/BitCodes.h?format=TEXT
cutoff-main	a1194be1baefa99d20a09bd04b16056be0ab7225	llvm/include/llvm/Bitcode/BitcodeWriter.h	7860	48ee9bbf6dd8afbd38e076a0ce282fe0d1dc7c6a8b597de66af02077c01efa5f	d88e261f8c68445cef53c907ef44effe9a84951f	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/llvm/include/llvm/Bitcode/BitcodeWriter.h?ref=a1194be1baefa99d20a09bd04b16056be0ab7225
cutoff-main	a1194be1baefa99d20a09bd04b16056be0ab7225	llvm/include/llvm/Bitcode/BitcodeReader.h	13977	c23b4806ac872ac212601d62df0346dfc37a612ed3abcb1d06887047f16741bd	df30463f556197af0e517abb7ec3eab403c132d8	Apache-2.0 WITH LLVM-exception	GITHUB_CONTENTS_API_WITH_GIT_BLOB_VERIFICATION	https://api.github.com/repos/llvm/llvm-project/contents/llvm/include/llvm/Bitcode/BitcodeReader.h?ref=a1194be1baefa99d20a09bd04b16056be0ab7225
