"manifest_id","manifest_sha256","mode","cell","replay","run_id","pass","error","record_count","logical_key_bytes","logical_value_bytes","total_sst_bytes","end_to_end_build_write_cpu_ns","end_to_end_build_write_wall_ns","peak_working_set_bytes","cold_full_scan_ns","warm_point_lookup_ns","warm_range_probe_ns","process_cpu_ns","process_wall_ns","run_directory_logical_bytes","selector_trace","result_sha256","result_path"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B4","G2","R1","nvd-2016-B4-G2-R1","True",,"954","21130","4171620","754076","265625000","987810500","30957568","6471600","1583700","427500","312500000","1090917200","857347","reservoir	73	532651	0	0	0	0	0	0	0	131066 || reservoir	73	532651	0	0	0	0	0	0	0	131066","61D9227672B0C2F54C27ECE1C378DC6395ED0B9118BC8ABEB2C087B0A66855DE","resources/build/claim-runs/nvd-2016-B4-G2-R1/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B4","G2","R2","nvd-2016-B4-G2-R2","True",,"954","21130","4171620","754076","375000000","837111900","30920704","6253500","1453700","484300","406250000","952940000","858123","reservoir	73	532651	0	0	0	0	0	0	0	131066 || reservoir	73	532651	0	0	0	0	0	0	0	131066","3F501E610AD0AC190639BCBB8C5D3F972236FF1AC8E9B99A247B3808BEC89F76","resources/build/claim-runs/nvd-2016-B4-G2-R2/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B5","G1","R1","nvd-2016-B5-G1-R1","True",,"954","21130","4171620","774446","328125000","822203500","31006720","6248200","1439100","403600","375000000","948955500","878487","stratified	38	263681	0	0	0	0	0	0	0	63175 || stratified	38	263681	0	0	0	0	0	0	0	63175","C620364EBB9CAF7F2C73A619D6283DF6B77E8064BBE225AF37F90DD56D03F769","resources/build/claim-runs/nvd-2016-B5-G1-R1/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B5","G1","R2","nvd-2016-B5-G1-R2","True",,"954","21130","4171620","774446","406250000","1001053000","31686656","6435200","1551700","553300","484375000","1171058200","878484","stratified	38	263681	0	0	0	0	0	0	0	63175 || stratified	38	263681	0	0	0	0	0	0	0	63175","9DF8347F1930C14C416240C79CD304E13BCEA2DC5C62C1682710B8D81927640B","resources/build/claim-runs/nvd-2016-B5-G1-R2/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B5","G2","R1","nvd-2016-B5-G2-R1","True",,"954","21130","4171620","756544","328125000","988632900","32563200","7489400","1457500","441300","406250000","1151017000","860591","stratified	73	532651	0	0	0	0	0	0	0	130936 || stratified	73	532651	0	0	0	0	0	0	0	130936","A89EE1F426408C68D8C73B90F67A695B89487208650DD6BB073F0670F4951074","resources/build/claim-runs/nvd-2016-B5-G2-R1/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","B5","G2","R2","nvd-2016-B5-G2-R2","True",,"954","21130","4171620","756544","359375000","1056687700","33312768","7216600","1593900","659700","406250000","1218945900","860590","stratified	73	532651	0	0	0	0	0	0	0	130936 || stratified	73	532651	0	0	0	0	0	0	0	130936","CA6FD6E8D0C1FF1BED17FD87399D609C1AFA0F6F942FF6367105F108B58E0415","resources/build/claim-runs/nvd-2016-B5-G2-R2/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","C1","G1","R1","nvd-2016-C1-G1-R1","True",,"954","21130","4171620","852035","531250000","1121539300","30916608","7932100","1736300","673800","546875000","1261875500","956125","candidate	38	263681	1041	240615	962460	202538	618	259	65520	65520 || candidate	38	263681	1041	240615	962460	202538	618	259	65520	65520","626D7C7923FFA923AC5861E7F07C72E96A8566555A34F937ABA27700BACF9635","resources/build/claim-runs/nvd-2016-C1-G1-R1/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","C1","G1","R2","nvd-2016-C1-G1-R2","True",,"954","21130","4171620","852035","406250000","1011849700","32874496","6484200","1616800","588100","453125000","1101808600","956125","candidate	38	263681	1041	240615	962460	202538	618	259	65520	65520 || candidate	38	263681	1041	240615	962460	202538	618	259	65520	65520","077A0CECAA6E8B86C0ED8842075BD6123EF3BEF00EB6F67EB31C148B2D0EDB8C","resources/build/claim-runs/nvd-2016-C1-G1-R2/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","C1","G2","R1","nvd-2016-C1-G2-R1","True",,"954","21130","4171620","766817","750000000","1316364300","31203328","7790200","1901500","452600","796875000","1411239800","870920","candidate	73	532651	2102	486118	1944472	820512	1243	518	131024	131024 || candidate	73	532651	2102	486118	1944472	820512	1243	518	131024	131024","5E2258D437F8D4E546653EFE5C3EF42A7B6640527DE790BFC2E569049231AF7A","resources/build/claim-runs/nvd-2016-C1-G2-R1/result.json"
"nvd-2016","5D0D1C16FDE026E8FA96F739F5C2A0E91A72F5CF05003F6A9722E7033C73A80D","C1","G2","R2","nvd-2016-C1-G2-R2","True",,"954","21130","4171620","766817","750000000","1233832600","31825920","6529800","1531700","435400","796875000","1347635700","870920","candidate	73	532651	2102	486118	1944472	820512	1243	518	131024	131024 || candidate	73	532651	2102	486118	1944472	820512	1243	518	131024	131024","1D488E99E18BB39470AA8C8333C65BCE33AFF5FA26CC8366796FCC1CB8BFFC37","resources/build/claim-runs/nvd-2016-C1-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B0","G1","R1","nvd-2017-B0-G1-R1","True",,"1016","22919","4168942","1255113","171875000","423912900","23789568","4973000","1603100","495600","203125000","513235800","1359030","","898333B011343E89B2F2CC2AE89AB397D733A7368BC6C98F6EE12F46581F853B","resources/build/claim-runs/nvd-2017-B0-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B0","G1","R2","nvd-2017-B0-G1-R2","True",,"1016","22919","4168942","1255113","218750000","430376000","23724032","5112600","1504600","421200","359375000","524457800","1359032","","FA9A4A69868B1512C80344529CCA6CEF503A1B639548007E9C626239523C2AD6","resources/build/claim-runs/nvd-2017-B0-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B0","G2","R1","nvd-2017-B0-G2-R1","True",,"1016","22919","4168942","1255113","218750000","433474100","23937024","5165400","1505100","391500","265625000","534588400","1359031","","602E6347E93C3D361A72FC3C0441BE0817F95A2E9A88EC10D99433CB5CF828E4","resources/build/claim-runs/nvd-2017-B0-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B0","G2","R2","nvd-2017-B0-G2-R2","True",,"1016","22919","4168942","1255113","171875000","684470200","24121344","6051000","1714900","483300","265625000","782492400","1359032","","649A2AEB6EDEFB99275712E44BBBD377DD57635C541A492C770E9A8558ACAB28","resources/build/claim-runs/nvd-2017-B0-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B1","G1","R1","nvd-2017-B1-G1-R1","True",,"1016","22919","4168942","864905","156250000","392159200","24125440","5123100","1636100","515200","187500000","486359800","968905","current	1	9944	0	0	0	0	0	0	0	4096 || current	1	9944	0	0	0	0	0	0	0	4096","4D9F418D38177CE0B4207506BE859935FDE15B1192A551B087B4A483D5264553","resources/build/claim-runs/nvd-2017-B1-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B1","G1","R2","nvd-2017-B1-G1-R2","True",,"1016","22919","4168942","864905","156250000","398021000","23273472","5355000","1544200","400000","203125000","485322000","968928","current	1	9944	0	0	0	0	0	0	0	4096 || current	1	9944	0	0	0	0	0	0	0	4096","1837B7A8DB6CFBFE5D2DA7F77D3CB878DA5130A64C27C1DA5E86C71BE2EB5384","resources/build/claim-runs/nvd-2017-B1-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B1","G2","R1","nvd-2017-B1-G2-R1","True",,"1016","22919","4168942","807402","187500000","409760700","23470080","5151100","1600900","370000","234375000","492491600","911402","current	2	18566	0	0	0	0	0	0	0	8192 || current	2	18566	0	0	0	0	0	0	0	8192","DC993567F7EC5823E6DD303A422665FA7E81FA9F011E49E871DB9C5359B9BA98","resources/build/claim-runs/nvd-2017-B1-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B1","G2","R2","nvd-2017-B1-G2-R2","True",,"1016","22919","4168942","807402","218750000","431847700","23490560","5391400","1662200","618400","281250000","523443400","911424","current	2	18566	0	0	0	0	0	0	0	8192 || current	2	18566	0	0	0	0	0	0	0	8192","A3F72A0458AA667466E57A2D6DF784B5DFF7501055F93EBF014243F27DEB2F13","resources/build/claim-runs/nvd-2017-B1-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B2","G1","R1","nvd-2017-B2-G1-R1","True",,"1016","22919","4168942","826672","156250000","463997900","31412224","6408700","1537900","505600","171875000","577836800","930722","current	10	68403	0	0	0	0	0	0	0	65536 || current	10	68403	0	0	0	0	0	0	0	65536","36FF7EF544EC7114FEE09A62F5B945E7C69C5089ADD1EA5A5C96E2CC17A888ED","resources/build/claim-runs/nvd-2017-B2-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B2","G1","R2","nvd-2017-B2-G1-R2","True",,"1016","22919","4168942","826672","250000000","486165800","31178752","6457300","1607900","467700","312500000","587960100","930719","current	10	68403	0	0	0	0	0	0	0	65536 || current	10	68403	0	0	0	0	0	0	0	65536","6D523EEDE3E98F7DA20F6DEE6EDCC28E0871A3628E9CBB247E9D96C49E6F89C1","resources/build/claim-runs/nvd-2017-B2-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B2","G2","R1","nvd-2017-B2-G2-R1","True",,"1016","22919","4168942","762528","171875000","490371000","33030144","6116500","1757900","567300","234375000","594023900","866587","current	21	135677	0	0	0	0	0	0	0	131072 || current	21	135677	0	0	0	0	0	0	0	131072","713F3AA9CB62C4F02FACA1FA24266ECE7A9A9E168C5C7F7707ACE10E9C02D34C","resources/build/claim-runs/nvd-2017-B2-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B2","G2","R2","nvd-2017-B2-G2-R2","True",,"1016","22919","4168942","762528","234375000","431057700","31948800","7183700","1838300","668200","281250000","531266700","866588","current	21	135677	0	0	0	0	0	0	0	131072 || current	21	135677	0	0	0	0	0	0	0	131072","A4F47D6452294473E3183AB75D356D943A6D14247EA95BE878B18B5AFD5CA525","resources/build/claim-runs/nvd-2017-B2-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B3","G1","R1","nvd-2017-B3-G1-R1","True",,"1016","22919","4168942","856878","234375000","422371100","29765632","6946100","1691300","529100","296875000","527562600","960924","prefix	11	80113	0	0	0	0	0	0	0	65536 || prefix	11	80113	0	0	0	0	0	0	0	65536","F5E8C2EA72EF3EB91CF52C0A66A78E01CC979C1A9A789F4454F01892325031A9","resources/build/claim-runs/nvd-2017-B3-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B3","G1","R2","nvd-2017-B3-G1-R2","True",,"1016","22919","4168942","856878","203125000","427625300","32219136","7391900","1782900","443600","234375000","526885200","960172","prefix	11	80113	0	0	0	0	0	0	0	65536 || prefix	11	80113	0	0	0	0	0	0	0	65536","7AB95419ED4BE5D6390AFF426A6522DAACBBA74BF163F8ABFA266A149A642279","resources/build/claim-runs/nvd-2017-B3-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B3","G2","R1","nvd-2017-B3-G2-R1","True",,"1016","22919","4168942","815486","156250000","460361800","32923648","6720200","1520400","383800","203125000","602366400","919494","prefix	20	144352	0	0	0	0	0	0	0	131072 || prefix	20	144352	0	0	0	0	0	0	0	131072","19C54770C4DD0831ED4FC1A4D98276410E995C6ACE875AA48F4A0113A8C7C8C1","resources/build/claim-runs/nvd-2017-B3-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B3","G2","R2","nvd-2017-B3-G2-R2","True",,"1016","22919","4168942","815486","187500000","463418300","26660864","6772800","1655300","513100","234375000","561347100","919541","prefix	20	144352	0	0	0	0	0	0	0	131072 || prefix	20	144352	0	0	0	0	0	0	0	131072","000519CD50ABC6A5D518318979172C26CC76B6D6EDD4BE4F460B328763D1B880","resources/build/claim-runs/nvd-2017-B3-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B4","G1","R1","nvd-2017-B4-G1-R1","True",,"1016","22919","4168942","821224","140625000","417107700","32985088","7118500","1586700","504500","203125000","516335400","925278","reservoir	38	262425	0	0	0	0	0	0	0	62894 || reservoir	38	262425	0	0	0	0	0	0	0	62894","BC6E13973697A7AF11ADD52EF81D2A7D9766A45C6E5AA85B086F4B16FBAD3EB5","resources/build/claim-runs/nvd-2017-B4-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B4","G1","R2","nvd-2017-B4-G1-R2","True",,"1016","22919","4168942","821224","187500000","434553800","30818304","7555000","1505200","657800","234375000","531667000","925280","reservoir	38	262425	0	0	0	0	0	0	0	62894 || reservoir	38	262425	0	0	0	0	0	0	0	62894","FA8D61FB17C242794365DDB3955AC75F5F015CCD3138BDBAB5565D83ED0C9373","resources/build/claim-runs/nvd-2017-B4-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B4","G2","R1","nvd-2017-B4-G2-R1","True",,"1016","22919","4168942","767158","203125000","440455200","31481856","6653500","1623400","497800","234375000","549860900","871222","reservoir	87	527783	0	0	0	0	0	0	0	129413 || reservoir	87	527783	0	0	0	0	0	0	0	129413","E9F03A005C2B5ED6D244DEADA7710F65098B5C6291D158E7C5189A471DBC94E2","resources/build/claim-runs/nvd-2017-B4-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B4","G2","R2","nvd-2017-B4-G2-R2","True",,"1016","22919","4168942","767158","218750000","512430100","33021952","6558700","1595500","499400","265625000","597498800","870468","reservoir	87	527783	0	0	0	0	0	0	0	129413 || reservoir	87	527783	0	0	0	0	0	0	0	129413","D4B8F71C668306576999FFFB3D45A9A09772947E4FB3281967E369016545680E","resources/build/claim-runs/nvd-2017-B4-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B5","G1","R1","nvd-2017-B5-G1-R1","True",,"1016","22919","4168942","836830","156250000","504139600","32718848","7525300","1578000","495600","218750000","608769400","940888","stratified	38	262425	0	0	0	0	0	0	0	65266 || stratified	38	262425	0	0	0	0	0	0	0	65266","3E5BF193607605555911D751AEBAFFA18420D18BD2F671FF65E1BFA57942FAC9","resources/build/claim-runs/nvd-2017-B5-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B5","G1","R2","nvd-2017-B5-G1-R2","True",,"1016","22919","4168942","836830","218750000","502115700","28852224","6631800","1541400","433400","265625000","592132400","940859","stratified	38	262425	0	0	0	0	0	0	0	65266 || stratified	38	262425	0	0	0	0	0	0	0	65266","12B15B0A2F8FB63488D2BB470F4F9FC52AD39C8B15591CE993183C17D836054E","resources/build/claim-runs/nvd-2017-B5-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B5","G2","R1","nvd-2017-B5-G2-R1","True",,"1016","22919","4168942","784551","187500000","511097300","31395840","7236300","1879700","453900","265625000","632401900","888617","stratified	87	527783	0	0	0	0	0	0	0	130672 || stratified	87	527783	0	0	0	0	0	0	0	130672","1705C506D8EED93A57B2F99C7D0A5C39089D9C4B012C4FFA9C70E0C5C99CD5EB","resources/build/claim-runs/nvd-2017-B5-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","B5","G2","R2","nvd-2017-B5-G2-R2","True",,"1016","22919","4168942","784551","218750000","430420800","32980992","6409200","1577300","398800","265625000","558144700","888591","stratified	87	527783	0	0	0	0	0	0	0	130672 || stratified	87	527783	0	0	0	0	0	0	0	130672","DC5A32BA51A0106075495725EC9A0266D6B5022D58C96A5C0B1FA57741907667","resources/build/claim-runs/nvd-2017-B5-G2-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","C1","G1","R1","nvd-2017-C1-G1-R1","True",,"1016","22919","4168942","879774","375000000","529008300","32858112","6471200","1608300","507300","421875000","629092000","983881","candidate	38	262425	1036	239420	957680	200203	613	257	65488	65488 || candidate	38	262425	1036	239420	957680	200203	613	257	65488	65488","927F0C5D1554AD76D72E0C3BEF22DABEE6C82CB407F875C8D1CE1900E9E2627D","resources/build/claim-runs/nvd-2017-C1-G1-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","C1","G1","R2","nvd-2017-C1-G1-R2","True",,"1016","22919","4168942","879774","343750000","1197135400","30785536","7592000","1635400","438500","375000000","1342434700","983882","candidate	38	262425	1036	239420	957680	200203	613	257	65488	65488 || candidate	38	262425	1036	239420	957680	200203	613	257	65488	65488","DF003BBCC299FB064952A7C779920D7C9C990D3A9F508B5B6D0B08EF54606809","resources/build/claim-runs/nvd-2017-C1-G1-R2/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","C1","G2","R1","nvd-2017-C1-G2-R1","True",,"1016","22919","4168942","791068","515625000","1439984400","32886784","6278900","1607800","441000","593750000","1581254800","895190","candidate	87	527783	2083	481246	1924984	808572	1258	516	131022	131022 || candidate	87	527783	2083	481246	1924984	808572	1258	516	131022	131022","3AEB96EAA08AF0F333EAE3CA4CAE1AFF7304FACAE1028CF8A4D99140C322CB16","resources/build/claim-runs/nvd-2017-C1-G2-R1/result.json"
"nvd-2017","6665026FB192A00E0B807984EBED4D5427077F07C8C976390E4C83B716D73347","C1","G2","R2","nvd-2017-C1-G2-R2","True",,"1016","22919","4168942","791068","531250000","1219165000","33009664","6461000","1720300","582000","593750000","1364710400","894436","candidate	87	527783	2083	481246	1924984	808572	1258	516	131022	131022 || candidate	87	527783	2083	481246	1924984	808572	1258	516	131022	131022","F686A08CCEC47A8529ADC50F0F57362BD2C5F6F1E8A910E92ABF27F67858980F","resources/build/claim-runs/nvd-2017-C1-G2-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B0","G1","R1","nvd-2018-B0-G1-R1","True",,"967","21889","4172305","1281791","281250000","1618327200","23625728","4876900","1491000","496600","312500000","1770939300","1385695","","A710574EAC3BB614B9BECA3716DB753095B8A0A38F2EE03F94395FA888EB18E2","resources/build/claim-runs/nvd-2018-B0-G1-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B0","G1","R2","nvd-2018-B0-G1-R2","True",,"967","21889","4172305","1281791","328125000","1863394200","23560192","5852000","1275600","453700","375000000","2050443800","1384944","","6945B385ADA592BC0FC55D94E1B4311FA7A1424DCE39B790BCEA6AEA8671AA72","resources/build/claim-runs/nvd-2018-B0-G1-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B0","G2","R1","nvd-2018-B0-G2-R1","True",,"967","21889","4172305","1281791","296875000","1799113400","23289856","5760300","1263700","355200","343750000","1955260900","1385693","","C0D323BB1FAFF6EB50D7E697DB583AD4D23535825821FC85994B414B7F58C5C7","resources/build/claim-runs/nvd-2018-B0-G2-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B0","G2","R2","nvd-2018-B0-G2-R2","True",,"967","21889","4172305","1281791","343750000","2203552100","23584768","5422400","1451700","408800","390625000","2844467800","1385694","","9B433DC84D77B915D2F44FFFD07EF68E993ACDED8B083FB64F7A355D4756AE93","resources/build/claim-runs/nvd-2018-B0-G2-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B1","G1","R1","nvd-2018-B1-G1-R1","True",,"967","21889","4172305","871966","328125000","2410526900","23646208","5050000","1881100","532200","359375000","2566375400","975975","current	1	4263	0	0	0	0	0	0	0	4096 || current	1	4263	0	0	0	0	0	0	0	4096","A1E4C7A16E8D12D1FAB1738A863C609F982DEC90DED8B2A5500E9F6A1A95006D","resources/build/claim-runs/nvd-2018-B1-G1-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B1","G1","R2","nvd-2018-B1-G1-R2","True",,"967","21889","4172305","871966","250000000","4386896900","23883776","5407200","1515000","525100","312500000","4740565000","975971","current	1	4263	0	0	0	0	0	0	0	4096 || current	1	4263	0	0	0	0	0	0	0	4096","24F4B633B34A8266FEF3BA92605D1D8EC5748898C62ADA8466E606961898FDE1","resources/build/claim-runs/nvd-2018-B1-G1-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B1","G2","R1","nvd-2018-B1-G2-R1","True",,"967","21889","4172305","885387","281250000","4052613900","23990272","4974300","1516000","536300","343750000","4215504100","989393","current	2	8396	0	0	0	0	0	0	0	8192 || current	2	8396	0	0	0	0	0	0	0	8192","49FEB55B4B7CA888172BD7FB24D23B7364E4BA993870F88080986E2B67FC8288","resources/build/claim-runs/nvd-2018-B1-G2-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B1","G2","R2","nvd-2018-B1-G2-R2","True",,"967","21889","4172305","885387","359375000","2030073500","24248320","6050200","1462200","493200","421875000","2189491900","989394","current	2	8396	0	0	0	0	0	0	0	8192 || current	2	8396	0	0	0	0	0	0	0	8192","ADCACB3A0AF7FCD647AD3DDF175AA33315B4269BCBB47FC1978DC0622FB281B8","resources/build/claim-runs/nvd-2018-B1-G2-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B2","G1","R1","nvd-2018-B2-G1-R1","True",,"967","21889","4172305","837481","312500000","2100793300","31678464","6623400","1504600","491800","390625000","2260784500","941513","current	10	70192	0	0	0	0	0	0	0	65536 || current	10	70192	0	0	0	0	0	0	0	65536","305C233AE4474F2D94D2194595C7CBDBE95A39D8CEAAD3448A2015E271CF91DA","resources/build/claim-runs/nvd-2018-B2-G1-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B2","G1","R2","nvd-2018-B2-G1-R2","True",,"967","21889","4172305","837481","453125000","2729805300","30744576","6308100","1459800","495900","515625000","2901895300","941511","current	10	70192	0	0	0	0	0	0	0	65536 || current	10	70192	0	0	0	0	0	0	0	65536","A69F4BF70A3DB805066F37992AD7102E8BB2F4F31201A66480C76CE4C57C98FE","resources/build/claim-runs/nvd-2018-B2-G1-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B2","G2","R1","nvd-2018-B2-G2-R1","True",,"967","21889","4172305","821859","265625000","3131808800","30752768","8144700","1798100","495000","312500000","4488530400","925899","current	15	136953	0	0	0	0	0	0	0	131072 || current	15	136953	0	0	0	0	0	0	0	131072","50C7599BCA1906862EC287D94167A1C2F83C8D65A879F52F8414E84BBD02F1AD","resources/build/claim-runs/nvd-2018-B2-G2-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B2","G2","R2","nvd-2018-B2-G2-R2","True",,"967","21889","4172305","821859","421875000","5365406400","33263616","7668600","1417900","435600","453125000","6613664700","925903","current	15	136953	0	0	0	0	0	0	0	131072 || current	15	136953	0	0	0	0	0	0	0	131072","13F32C20F113806D3CC92FBA0B70869D6F566FF39A3A1B00B5204143A00E9BDB","resources/build/claim-runs/nvd-2018-B2-G2-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B3","G1","R1","nvd-2018-B3-G1-R1","True",,"967","21889","4172305","1281803","468750000","4378973800","23703552","5440300","1463200","515100","515625000","6158285800","1385848","prefix	4	83231	0	0	0	0	0	0	0	65536 || prefix	4	83231	0	0	0	0	0	0	0	65536","7EBE7B29BABFDBEF45EE30036008787EC1E3115E9416B7380FCDA092113C6DF7","resources/build/claim-runs/nvd-2018-B3-G1-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B3","G1","R2","nvd-2018-B3-G1-R2","True",,"967","21889","4172305","1281803","421875000","4484782000","23834624","5787600","1354600","373800","468750000","6279465800","1385845","prefix	4	83231	0	0	0	0	0	0	0	65536 || prefix	4	83231	0	0	0	0	0	0	0	65536","2EDD3FC39D7CB42DF4132180741F9ADF2D756F7E6D347521B3E5C8EE71B94F9D","resources/build/claim-runs/nvd-2018-B3-G1-R2/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B3","G2","R1","nvd-2018-B3-G2-R1","True",,"967","21889","4172305","904881","453125000","4992602100","31453184","7755300","1343900","416000","531250000","5623708000","1008920","prefix	8	147708	0	0	0	0	0	0	0	131072 || prefix	8	147708	0	0	0	0	0	0	0	131072","E3F046920E6E251D1D6EB66F138A110A79AEE65F5F38FC11DC024636F97B8864","resources/build/claim-runs/nvd-2018-B3-G2-R1/result.json"
"nvd-2018","BB1FDD1734DE392DB878B2CF8932AB95A0CC190C5D8CB6A6E7304BD071391CC6","B3","G2","R2","nvd-2018-B3-G2-R2","True",,"967","21889","4172305","904881","406250000","3493606600","32280576","7457200","1546800","383900","437500000","3688509300","1008894","prefix	8	147708	0	0	0	0	0	0	0	131072 || prefix	8	147708	0	0	0	0	0	0	0	131072","707778A45CACF3CDCE3205DA0CF6711DA0A8B0DDC05E75E787D81AFE64A0E7D6","resources/build/claim-runs/nvd-2018-B3-G2-R2/result.json"
