split,family,model,arm,eligible,verify,equality,identifier,alignment,bytes,weighted_distance,nodes,aliases,builder_calls,builder_wall_us,builder_cpu_us,builder_capacity_bytes,builder_scratch_bytes,builder_reallocated,verify_wall_us,verify_cpu_us,equivalence_wall_us,equivalence_cpu_us,reader_generic_warm_ns,reader_generic_cold_ns,reader_trace_warm_ns,reader_trace_warm_cpu_ns,reader_trace_cold_ns,reader_trace_cold_cpu_ns,graph_extraction_wall_us,graph_extraction_cpu_us,planner_wall_ms,planner_cpu_ms,planner_peak_rss,planner_states,planner_transitions,planner_merges,planner_distinct_raw_merges,planner_temp_bytes,useful_residual_actions,candidate_plan_transitions,fallback,process_peak_rss,total_temp_bytes,end_to_end_construction_wall_us,end_to_end_construction_cpu_us,canonical_fnv64,plan_fnv64
"heldout","conv","18_conv_conv2","generated_pack_default",1,1,1,1,1,3488,8952064,50,0,0,3.330,0.000,3840,0,1,0.238,0.000,87.000,0.000,16.220,70140.000,29.640,0.000,68254.000,60000.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,14663680,3840,90.568,0.000,11796727135231356218,1469598103934665603
"heldout","conv","18_conv_conv2","stable_legal_topo",1,1,1,1,1,3504,9996800,50,0,144,6.517,0.000,3840,0,1,0.235,0.000,73.000,0.000,15.900,70262.000,28.040,0.000,68542.000,60000.000,105.600,0.000,0.007,0.000,4313088,50,0,0,0,400,0,50,0,14725120,4240,192.852,0.000,11796727135231356218,16788435062894613452
"heldout","conv","18_conv_conv2","stable_dedup_off",1,1,1,1,1,3568,10289664,50,0,144,5.187,0.000,3840,0,1,0.238,0.000,64.200,0.000,15.960,68880.000,27.680,0.000,69232.000,80000.000,105.600,0.000,0.007,0.000,4313088,50,0,0,0,400,0,50,0,14729216,4240,182.725,0.000,11796727135231356218,16788435062894613452
"heldout","conv","18_conv_conv2","stable_size_matched_capacity",1,1,1,1,1,3504,9996800,50,0,144,6.233,0.000,5232,0,1,0.236,0.000,60.500,0.000,18.580,70232.000,27.900,0.000,68554.000,80000.000,105.600,0.000,0.007,0.000,4313088,50,0,0,0,400,0,50,0,14729216,5632,180.069,0.000,11796727135231356218,16788435062894613452
"heldout","conv","18_conv_conv2","hot_first_ready",1,1,1,1,1,3504,13378816,50,0,144,6.840,0.000,3840,0,1,0.239,0.000,61.400,0.000,16.060,69442.000,27.720,0.000,67846.000,60000.000,105.600,0.000,0.017,0.000,4313088,50,0,0,0,400,0,50,0,14729216,4240,191.078,0.000,11796727135231356218,9334943335212649580
"heldout","conv","18_conv_conv2","local_field_order",1,1,1,1,1,3504,9971456,50,0,144,6.717,0.000,3840,0,1,0.237,0.000,59.200,1000.000,16.040,70390.000,27.640,0.000,67812.000,80000.000,105.600,0.000,0.005,0.000,4313088,50,0,0,0,400,0,50,0,14729216,4240,176.854,1000.000,11796727135231356218,9311106616082197602
"heldout","conv","18_conv_conv2","generic_bounded_beam",1,1,1,1,1,3536,43374848,50,0,144,6.950,0.000,3840,0,1,0.239,0.000,62.100,0.000,16.080,69920.000,28.780,0.000,68358.000,80000.000,105.600,0.000,22.149,22.000,6352896,400,7270,0,0,33280,0,50,0,14733312,37120,22324.288,22000.000,11796727135231356218,9694115558689441234
"heldout","conv","18_conv_conv2","fb_rcfdp_bounded",1,1,1,1,1,3536,43374848,50,0,144,6.723,0.000,3840,0,1,0.236,0.000,61.200,0.000,15.820,69786.000,27.860,0.000,68486.000,60000.000,105.600,0.000,45.214,46.000,8208384,393,7270,125,125,32800,0,50,0,14733312,36640,45387.259,46000.000,11796727135231356218,8763315104892834242
