id	source_directory	source_path	source_bytes	source_sha256	ir_bytes	ir_sha256	mir_bytes	mir_sha256	replay_sha256	machine_functions	verifier_exit	provenance
d01_module_api	HIP-Basic/module_api	HIP-Basic/module_api/module.hip	1690	83F2F208171226B8E463BFE2795E33E5A621E1F17507FEA994806450DD3AFF52	3323	C120A18492CF2B2EC9B7ADE0AAC7BC5712476FF4AC711F96A6FA206877ADF1F5	9490	8A6A657EC305AC3A3B2E73D059DDD809D776900AA1DDAC5D9DD50A3F7BAA9191	8A6A657EC305AC3A3B2E73D059DDD809D776900AA1DDAC5D9DD50A3F7BAA9191	1	0	ROCM_EXAMPLES_269e906__RESUME4_EXACT_CLANG
d02_load_module_ex	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module_ex	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module_ex/myKernel.hip	1519	55BBD4D29B4A42B3F75862A79BE2EEFDE83D874806A6FC6262A9E6E0D6BF84AB	4493	A4D3C1033066557699AEDB858B2B2CBD2A625C440814CD5629EEB1B04ADAB688	19065	D7E2A68243D76AF9BE7EF02413DA12CBF80002088391FCB7FC84923BBBE75AE5	D7E2A68243D76AF9BE7EF02413DA12CBF80002088391FCB7FC84923BBBE75AE5	1	0	ROCM_EXAMPLES_269e906__RESUME3_ACCEPTED_IR
d03_load_module	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module/vcpy.hip	1522	B55F125134FF6D42E7AD923B38F3423EC852398C5D260D02DD9F26F2CB820901	4482	EC25DC83117C56BFCAAD2454F5A7E24BF03EC2396236594A32FF6EE29897D158	19070	FAD1F604309EA7D13F10FFC60BACB15058569BABFB1D8285F2ED10AAE9C76FD4	FAD1F604309EA7D13F10FFC60BACB15058569BABFB1D8285F2ED10AAE9C76FD4	1	0	ROCM_EXAMPLES_269e906__RESUME3_ACCEPTED_IR
d04_graph_weighting	HIP-Doc/Tutorials/graph_api/src	HIP-Doc/Tutorials/graph_api/src/weighting.hip	2628	9A1B518A3C3162748BAB71375D9919D6795BDF5959D13E914EAC68C10D4A5F3F	7996	6DF7422EA16941A6C5A946D537B2759D7956605044E924FAACC13614A2EFF634	28232	F67738E6F5785CDC1CF1E50DB0A4C61A41757DF16921E5A0D502DC46BCAE4365	F67738E6F5785CDC1CF1E50DB0A4C61A41757DF16921E5A0D502DC46BCAE4365	1	0	ROCM_EXAMPLES_269e906__RESUME3_ACCEPTED_IR
d05_load_module_ex_cuda	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module_ex_cuda	HIP-Doc/Programming-Guide/Porting-CUDA-code-to-HIP/load_module_ex_cuda/myKernel.cu	1489	DAEDA1AA50B545F2EA5AE97B792647193F6009E3EB2C4491F75AAE5D2C34ACBF	4593	83764AA37AD41D9767C6B416CCE41BC7D733CCC10D727F4248851623297C9521	19183	4EB871AC3CA0C002AC90E2C4A001B7B242C39748049D3A5E582C8CD3868D0CD3	4EB871AC3CA0C002AC90E2C4A001B7B242C39748049D3A5E582C8CD3868D0CD3	1	0	ROCM_EXAMPLES_269e906__RESUME3_ACCEPTED_IR
d06_llvm_ir_to_executable	HIP-Basic/llvm_ir_to_executable	HIP-Basic/llvm_ir_to_executable/main.hip	3980	6BE9677E0AC4E153770FBEE85E972442751F7B82D1437567D38FDB7AD40F6A21	4833	9E15704BAEE0C3C37B003637C1147249A84638B675CE96255AAB62EA763DDEC6	25810	F86C5C07240571674E3763C8338AD7E6BA6292C10451C2447A5C7FAD45D6EC42	F86C5C07240571674E3763C8338AD7E6BA6292C10451C2447A5C7FAD45D6EC42	1	0	ROCM_EXAMPLES_269e906__RESUME4_EXACT_CLANG_PORTABLE_SYSROOT
d07_optical_flow_add	Applications/optical_flow	Applications/optical_flow/addKernel.hip	2296	B8E7B088B9D3FEEE4AF8ACCC7039EFA4388DE2A666F366315AAA5D734F1ECE4D	4629	E1EF529E479E2E3CFC512022CCC37544025CF23E52CF009A2563F55DAF8C564C	17660	B4240DEF5843C4A401262BA61BF2F3F507C4F49CFFF1A19CA6E21E145B6CE80E	B4240DEF5843C4A401262BA61BF2F3F507C4F49CFFF1A19CA6E21E145B6CE80E	1	0	ROCM_EXAMPLES_269e906__RESUME4_EXACT_CLANG_PORTABLE_SYSROOT_AND_COMPILER_WRAPPER
d08_static_host_library	HIP-Basic/static_host_library/library	HIP-Basic/static_host_library/library/library.hip	4045	8B8CB554249F28AE2DAAC5EBE253A8A75934F530060C524E915522AA12D4332F	4338	6D6F938754D2E234553D55CB5BC5DD1E74082F7BCC8477C9C7FCB2395508803F	15508	15E43DB5B13406E5E110200F99BDAC8B713B1ECEE6C63869C6C7A315073081AE	15E43DB5B13406E5E110200F99BDAC8B713B1ECEE6C63869C6C7A315073081AE	1	0	ROCM_EXAMPLES_269e906__RESUME4_EXACT_CLANG_PORTABLE_SYSROOT

