program,remote_per_byte,migration_per_byte,prefetch_per_byte,explicit_copy_per_byte,system_alloc_per_byte,managed_alloc_per_byte,device_alloc_per_byte,fixed_action_overhead_bytes,planner_overhead_fraction,candidate_plan,selector_plan,plans_identical,candidate_action_cost,selector_action_cost,candidate_decision_cost,selector_decision_cost,candidate_full_cost,selector_full_cost,costs_identical,candidate_only_residual,strict_positive_residual
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,0.8,0.01,0.03,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,0.8,0.01,0.03,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,0.8,0.01,0.03,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,0.8,0.01,0.03,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,0.8,0.01,0.03,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.01,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.002,0.03,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.01,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.0,0.01,0.03,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.01,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,134250.496,134250.496,196139974.65599996,196139974.65599996,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196005724.15999997,196005724.15999997,1342504.96,1342504.96,197348229.11999997,197348229.11999997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,134250.496,134250.496,196316921.85599998,196316921.85599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.002,0.03,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,196182671.35999998,196182671.35999998,1342504.96,1342504.96,197525176.32,197525176.32,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.01,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.01,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.01,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.01,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.03,6553.6,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,134250.496,134250.496,190769954.81599998,190769954.81599998,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.03,6553.6,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190635704.32,190635704.32,1342504.96,1342504.96,191978209.28,191978209.28,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.03,65536.0,0.0005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,134250.496,134250.496,190946902.01599997,190946902.01599997,True,0.0,False
ALTIS_PATHFINDER_SIZE1,0.8,0.7,0.7,1.2,0.01,0.01,0.03,65536.0,0.005,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,ping_pong_state:B1_UVM_DEMAND;seed_row:B1_UVM_DEMAND;wall_immutable:B1_UVM_DEMAND,True,190812651.51999998,190812651.51999998,1342504.96,1342504.96,192155156.48,192155156.48,True,0.0,False
