program,remote_per_byte,migration_per_byte,prefetch_per_byte,explicit_copy_per_byte,system_alloc_per_byte,managed_alloc_per_byte,device_alloc_per_byte,fixed_action_overhead_bytes,planner_overhead_fraction,best_uniform_action,best_uniform_cost,candidate_cost,oracle_cost,planner_cost,residual_vs_uniform,mixed,distinct_actions,selected_plan,oracle_gap
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.002,0.03,0.03,65536.0,0.005,B0_SYSTEM,54584541.184,55771594.752000004,54429089.792,1342504.96,-0.021747065052695847,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02466521055432609
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.01,6553.6,0.0005,B0_SYSTEM,56496619.52,56532566.016,56398315.52,134250.496,-0.0006362592364889045,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803990378469964
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.01,6553.6,0.005,B0_SYSTEM,56496619.52,57740820.480000004,56398315.52,1342504.96,-0.02202257357291173,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0238039903784701
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.01,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56709513.216000006,56575262.720000006,134250.496,0.0004060438735314695,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.00237295400048651
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.01,65536.0,0.005,B0_SYSTEM,56732549.120000005,57917767.68000001,56575262.720000006,1342504.96,-0.020891332724941414,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.023729540004865234
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.03,6553.6,0.0005,B0_SYSTEM,56496619.52,56532566.016,56398315.52,134250.496,-0.0006362592364889045,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803990378469964
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.03,6553.6,0.005,B0_SYSTEM,56496619.52,57740820.480000004,56398315.52,1342504.96,-0.02202257357291173,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0238039903784701
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.03,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56709513.216000006,56575262.720000006,134250.496,0.0004060438735314695,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.00237295400048651
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.01,0.03,65536.0,0.005,B0_SYSTEM,56732549.120000005,57917767.68000001,56575262.720000006,1342504.96,-0.020891332724941414,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.023729540004865234
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.01,6553.6,0.0005,B0_SYSTEM,56496619.52,56533876.736,56399626.24,134250.496,-0.0006594592086489169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803437176820436
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.01,6553.6,0.005,B0_SYSTEM,56496619.52,57742131.2,56399626.24,1342504.96,-0.02204577354507174,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02380343717682057
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.01,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56710823.936000004,56576573.440000005,134250.496,0.00038294038143866073,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.002372899025819817
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.01,65536.0,0.005,B0_SYSTEM,56732549.120000005,57919078.400000006,56576573.440000005,1342504.96,-0.020914436217034225,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0237289902581983
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.03,6553.6,0.0005,B0_SYSTEM,56496619.52,56533876.736,56399626.24,134250.496,-0.0006594592086489169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803437176820436
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.03,6553.6,0.005,B0_SYSTEM,56496619.52,57742131.2,56399626.24,1342504.96,-0.02204577354507174,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02380343717682057
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.03,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56710823.936000004,56576573.440000005,134250.496,0.00038294038143866073,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.002372899025819817
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,0.8,0.01,0.03,0.03,65536.0,0.005,B0_SYSTEM,56732549.120000005,57919078.400000006,56576573.440000005,1342504.96,-0.020914436217034225,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0237289902581983
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.01,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54385082.368,54250831.872,134250.496,-0.0006710527267771314,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024746255747147144
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.01,6553.6,0.005,B0_SYSTEM,54348611.58400001,55593336.832,54250831.872,1342504.96,-0.02290261354839169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02474625574714728
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.01,65536.0,0.0005,B0_SYSTEM,54584541.184,54562029.568,54427779.072000004,134250.496,0.0004124174264671724,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665804537496476
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.01,65536.0,0.005,B0_SYSTEM,54584541.184,55770284.032000005,54427779.072000004,1342504.96,-0.021723052393221795,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024665804537496613
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.03,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54385082.368,54250831.872,134250.496,-0.0006710527267771314,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024746255747147144
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.03,6553.6,0.005,B0_SYSTEM,54348611.58400001,55593336.832,54250831.872,1342504.96,-0.02290261354839169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02474625574714728
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.03,65536.0,0.0005,B0_SYSTEM,54584541.184,54562029.568,54427779.072000004,134250.496,0.0004124174264671724,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665804537496476
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.01,0.03,65536.0,0.005,B0_SYSTEM,54584541.184,55770284.032000005,54427779.072000004,1342504.96,-0.021723052393221795,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024665804537496613
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.01,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54386393.08800001,54252142.59200001,134250.496,-0.0006951696262121876,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024745657882974718
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.01,6553.6,0.005,B0_SYSTEM,54348611.58400001,55594647.55200001,54252142.59200001,1342504.96,-0.022926730447826744,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024745657882974854
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.01,65536.0,0.0005,B0_SYSTEM,54584541.184,54563340.288,54429089.792,134250.496,0.0003884047669931195,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665210554325953
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.01,65536.0,0.005,B0_SYSTEM,54584541.184,55771594.752000004,54429089.792,1342504.96,-0.021747065052695847,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02466521055432609
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.03,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54386393.08800001,54252142.59200001,134250.496,-0.0006951696262121876,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024745657882974718
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.03,6553.6,0.005,B0_SYSTEM,54348611.58400001,55594647.55200001,54252142.59200001,1342504.96,-0.022926730447826744,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024745657882974854
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.03,65536.0,0.0005,B0_SYSTEM,54584541.184,54563340.288,54429089.792,134250.496,0.0003884047669931195,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665210554325953
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.002,0.03,0.03,65536.0,0.005,B0_SYSTEM,54584541.184,55771594.752000004,54429089.792,1342504.96,-0.021747065052695847,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02466521055432609
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.01,6553.6,0.0005,B0_SYSTEM,56496619.52,56532566.016,56398315.52,134250.496,-0.0006362592364889045,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803990378469964
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.01,6553.6,0.005,B0_SYSTEM,56496619.52,57740820.480000004,56398315.52,1342504.96,-0.02202257357291173,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0238039903784701
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.01,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56709513.216000006,56575262.720000006,134250.496,0.0004060438735314695,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.00237295400048651
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.01,65536.0,0.005,B0_SYSTEM,56732549.120000005,57917767.68000001,56575262.720000006,1342504.96,-0.020891332724941414,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.023729540004865234
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.03,6553.6,0.0005,B0_SYSTEM,56496619.52,56532566.016,56398315.52,134250.496,-0.0006362592364889045,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803990378469964
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.03,6553.6,0.005,B0_SYSTEM,56496619.52,57740820.480000004,56398315.52,1342504.96,-0.02202257357291173,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0238039903784701
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.03,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56709513.216000006,56575262.720000006,134250.496,0.0004060438735314695,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.00237295400048651
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.01,0.03,65536.0,0.005,B0_SYSTEM,56732549.120000005,57917767.68000001,56575262.720000006,1342504.96,-0.020891332724941414,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.023729540004865234
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.01,6553.6,0.0005,B0_SYSTEM,56496619.52,56533876.736,56399626.24,134250.496,-0.0006594592086489169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803437176820436
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.01,6553.6,0.005,B0_SYSTEM,56496619.52,57742131.2,56399626.24,1342504.96,-0.02204577354507174,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02380343717682057
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.01,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56710823.936000004,56576573.440000005,134250.496,0.00038294038143866073,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.002372899025819817
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.01,65536.0,0.005,B0_SYSTEM,56732549.120000005,57919078.400000006,56576573.440000005,1342504.96,-0.020914436217034225,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0237289902581983
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.03,6553.6,0.0005,B0_SYSTEM,56496619.52,56533876.736,56399626.24,134250.496,-0.0006594592086489169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0023803437176820436
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.03,6553.6,0.005,B0_SYSTEM,56496619.52,57742131.2,56399626.24,1342504.96,-0.02204577354507174,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02380343717682057
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.03,65536.0,0.0005,B0_SYSTEM,56732549.120000005,56710823.936000004,56576573.440000005,134250.496,0.00038294038143866073,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.002372899025819817
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.0,0.01,0.03,0.03,65536.0,0.005,B0_SYSTEM,56732549.120000005,57919078.400000006,56576573.440000005,1342504.96,-0.020914436217034225,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0237289902581983
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.01,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54385082.368,54250831.872,134250.496,-0.0006710527267771314,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024746255747147144
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.01,6553.6,0.005,B0_SYSTEM,54348611.58400001,55593336.832,54250831.872,1342504.96,-0.02290261354839169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02474625574714728
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.01,65536.0,0.0005,B0_SYSTEM,54584541.184,54562029.568,54427779.072000004,134250.496,0.0004124174264671724,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665804537496476
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.01,65536.0,0.005,B0_SYSTEM,54584541.184,55770284.032000005,54427779.072000004,1342504.96,-0.021723052393221795,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024665804537496613
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.03,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54385082.368,54250831.872,134250.496,-0.0006710527267771314,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024746255747147144
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.03,6553.6,0.005,B0_SYSTEM,54348611.58400001,55593336.832,54250831.872,1342504.96,-0.02290261354839169,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02474625574714728
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.03,65536.0,0.0005,B0_SYSTEM,54584541.184,54562029.568,54427779.072000004,134250.496,0.0004124174264671724,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665804537496476
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.01,0.03,65536.0,0.005,B0_SYSTEM,54584541.184,55770284.032000005,54427779.072000004,1342504.96,-0.021723052393221795,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024665804537496613
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.01,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54386393.08800001,54252142.59200001,134250.496,-0.0006951696262121876,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024745657882974718
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.01,6553.6,0.005,B0_SYSTEM,54348611.58400001,55594647.55200001,54252142.59200001,1342504.96,-0.022926730447826744,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024745657882974854
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.01,65536.0,0.0005,B0_SYSTEM,54584541.184,54563340.288,54429089.792,134250.496,0.0003884047669931195,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665210554325953
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.01,65536.0,0.005,B0_SYSTEM,54584541.184,55771594.752000004,54429089.792,1342504.96,-0.021747065052695847,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.02466521055432609
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.03,6553.6,0.0005,B0_SYSTEM,54348611.58400001,54386393.08800001,54252142.59200001,134250.496,-0.0006951696262121876,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024745657882974718
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.03,6553.6,0.005,B0_SYSTEM,54348611.58400001,55594647.55200001,54252142.59200001,1342504.96,-0.022926730447826744,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.024745657882974854
ALTIS_PATHFINDER_SIZE1,0.2,0.7,0.7,1.2,0.002,0.03,0.03,65536.0,0.0005,B0_SYSTEM,54584541.184,54563340.288,54429089.792,134250.496,0.0003884047669931195,True,2,ping_pong_state:B1_UVM_DEMAND;seed_row:B0_SYSTEM;wall_immutable:B0_SYSTEM,0.0024665210554325953
